Наименование,ISIN,Валюта,Количество_нп,Номинал_нп,Цена_нп,Стоимость_нп,НКД_нп,Количество_кп,Номинал_кп,Цена_кп,Стоимость_кп,НКД_кп,Количество_изп,Стоимость_изп,Зачисления,Списания,Остаток,Дата
FXDEETF,IE00BD3QJN10,RUB,118,1,29.95,3534.10,0,118,1,30.02,3542.36,0,0,8.26,0,0,118,2022-01-31
FXDMETF,IE00BMDKNM37,RUB,89,1,80.07,7126.23,0,89,1,79.92,7112.88,0,0,-13.35,0,0,89,2022-01-31
FXGDETF,IE00B8XB7377,RUB,2,1,901,1802.00,0,2,1,932.6,1865.20,0,0,63.20,0,0,2,2022-01-31
FXIMETF,IE00BNC2D728,RUB,30,1,104.64,3139.20,0,37,1,97.59,3610.83,0,7,471.63,0,0,37,2022-01-31
FXRLETF,IE00BQ1Y6480,RUB,170,1,41.625,7076.25,0,187,1,39.42,7371.54,0,17,295.29,0,0,187,2022-01-31
FXRUETF,IE00BD5FH213,RUB,3,1,948.2,2844.60,0,3,1,933.1,2799.30,0,0,-45.30,0,0,3,2022-01-31
FXRWETF,IE00BK224M36,RUB,1035,1,1.3566,1404.08,0,1100,1,1.279,1406.90,0,65,2.82,0,0,1100,2022-01-31
FXUSETF,IE00BD3QHZ91,RUB,300,1,65.21,19563.00,0,345,1,62.36,21514.20,0,45,1951.20,0,0,345,2022-01-31
SBSPETF,RU000A1006W1,RUB,4,1,1901,7604.00,0,4,1,1827,7308.00,0,0,-296.00,0,0,4,2022-01-31
VTBEETF,RU000A100HQ5,RUB,78,1,90.69,7073.82,0,78,1,92.97,7251.66,0,0,177.84,0,0,78,2022-01-31
БПИФбрутто,RU000A0ZZH92,RUB,370,1,19.281,7133.97,0,410,1,18.19,7457.90,0,40,323.93,0,0,410,2022-01-31
FXDEETF,IE00BD3QJN10,RUB,118,1,30.02,3542.36,0,124,1,25.55,3168.20,0,6,-374.16,0,0,124,2022-02-28
FXDMETF,IE00BMDKNM37,RUB,89,1,79.92,7112.88,0,92,1,74.53,6856.76,0,3,-256.12,0,0,92,2022-02-28
FXGDETF,IE00B8XB7377,RUB,0,1,0,0.00,0,22,1,91.45,2011.90,0,22,2011.90,0,0,22,2022-02-28
FXGDETF_old,IE00B8XB7377,RUB,2,1,932.6,1865.20,0,0,1,932.2,0.00,0,-2,-1865.20,0,0,0,2022-02-28
FXIMETF,IE00BNC2D728,RUB,37,1,97.59,3610.83,0,39,1,93.53,3647.67,0,2,36.84,0,0,39,2022-02-28
FXRLETF,IE00BQ1Y6480,RUB,187,1,39.42,7371.54,0,192,1,30.555,5866.56,0,5,-1504.98,0,0,192,2022-02-28
FXRUETF,IE00BD5FH213,RUB,0,1,0,0.00,0,43,1,71.43,3071.49,0,43,3071.49,0,0,43,2022-02-28
FXRUETF_old1,IE00BD5FH213,RUB,3,1,933.1,2799.30,0,0,1,932.9,0.00,0,-3,-2799.30,0,0,0,2022-02-28
FXRWETF,IE00BK224M36,RUB,1100,1,1.279,1406.90,0,1135,1,1.093,1240.56,0,35,-166.34,0,0,1135,2022-02-28
FXUSETF,IE00BD3QHZ91,RUB,345,1,62.36,21514.20,0,350,1,58.13,20345.50,0,5,-1168.70,0,0,350,2022-02-28
SBSPETF,RU000A1006W1,RUB,4,1,1827,7308.00,0,5,1,1774.6,8873.00,0,1,1565.00,0,0,5,2022-02-28
VTBEETF,RU000A100HQ5,RUB,78,1,92.97,7251.66,0,81,1,91.24,7390.44,0,3,138.78,0,0,81,2022-02-28
БПИФбрутто,RU000A0ZZH92,RUB,410,1,18.19,7457.90,0,417,1,12.944,5397.65,0,7,-2060.25,0,0,417,2022-02-28
25084,RU000A101FA1,RUB,30,1000,98.852,29655.60,514.2,30,1000,98.67,29601.00,636,0,-54.60,0,0,30,2023-02-28
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2023-02-28
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2023-02-28
БПИФбрутто,RU000A0ZZH92,RUB,470,1,12.186,5727.42,0,470,1,12.356,5807.32,0,0,79.90,0,0,470,2023-02-28
25084,RU000A101FA1,RUB,30,1000,98.67,29601.00,636,33,1000,98.834,32615.22,848.1,3,3014.22,0,0,33,2023-03-31
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2023-03-31
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2023-03-31
БПИФбрутто,RU000A0ZZH92,RUB,470,1,12.356,5807.32,0,680,1,13.41,9118.80,0,210,3311.48,0,0,680,2023-03-31
МТС-ао,RU0007775219,RUB,0,0.1,257.25,0.00,0,10,0.1,256.75,2567.50,0,10,2567.50,0,0,10,2023-03-31
Сбербанк,RU0009029540,RUB,0,3,170.01,0.00,0,10,3,214.09,2140.90,0,10,2140.90,0,0,10,2023-03-31
SBSPETF,RU000A1006W1,RUB,5,1,1774.6,8873.00,0,5,1,1774.6,8873.00,0,0,0.00,0,0,5,2022-04-30
VTBEETF,RU000A100HQ5,RUB,81,1,91.24,7390.44,0,81,1,91.24,7390.44,0,0,0.00,0,0,81,2022-04-30
БПИФбрутто,RU000A0ZZH92,RUB,417,1,13.22,5512.74,0,417,1,12.254,5109.92,0,0,-402.82,0,0,417,2022-04-30
25084,RU000A101FA1,RUB,33,1000,98.834,32615.22,848.1,35,1000,99.303,34756.05,116.9,2,2140.83,0,0,35,2023-04-30
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2023-04-30
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2023-04-30
БПИФбрутто,RU000A0ZZH92,RUB,680,1,13.41,9118.80,0,750,1,14.361,10770.75,0,70,1651.95,80,0,830,2023-04-30
ГАЗПРОМао,RU0007661625,RUB,0,5,169.91,0.00,0,10,5,182.39,1823.90,0,10,1823.90,10,0,20,2023-04-30
МТС-ао,RU0007775219,RUB,10,0.1,256.75,2567.50,0,10,0.1,272.1,2721.00,0,0,153.50,0,0,10,2023-04-30
Сбербанк,RU0009029540,RUB,10,3,214.09,2140.90,0,10,3,239.83,2398.30,0,0,257.40,10,0,20,2023-04-30
FXDEETF,IE00BD3QJN10,RUB,0,1,3132.5,0.00,0,1,1,3134.5,3134.50,0,1,3134.50,0,0,1,2021-05-31
FXDMETF,IE00BMDKNM37,RUB,0,1,76.14,0.00,0,40,1,77.17,3086.80,0,40,3086.80,0,0,40,2021-05-31
FXIMETF,IE00BNC2D728,RUB,0,1,88.04,0.00,0,20,1,85.51,1710.20,0,20,1710.20,0,0,20,2021-05-31
FXRLETF,IE00BQ1Y6480,RUB,0,1,3785,0.00,0,1,1,3992.5,3992.50,0,1,3992.50,0,0,1,2021-05-31
FXRUETF,IE00BD5FH213,RUB,0,1,963.8,0.00,0,2,1,949.3,1898.60,0,2,1898.60,0,0,2,2021-05-31
FXRWETF,IE00BK224M36,RUB,0,1,1.2359,0.00,0,465,1,1.2426,577.81,0,465,577.81,0,0,465,2021-05-31
FXUSETF,IE00BD3QHZ91,RUB,0,1,5759,0.00,0,2,1,5650,11300.00,0,2,11300.00,0,0,2,2021-05-31
SBSPETF,RU000A1006W1,RUB,0,1,1669.6,0.00,0,2,1,1639.4,3278.80,0,2,3278.80,0,0,2,2021-05-31
VTBEETF,RU000A100HQ5,RUB,0,1,979.2,0.00,0,3,1,98.41,295.23,0,3,295.23,0,0,3,2021-05-31
БПИФбрутто,RU000A0ZZH92,RUB,0,1,1725.5,0.00,0,2,1,1838.5,3677.00,0,2,3677.00,0,0,2,2021-05-31
25084,RU000A101FA1,RUB,35,1000,99.303,34756.05,116.9,35,1000,99.261,34741.35,284.55,0,-14.70,0,0,35,2023-05-31
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2023-05-31
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2023-05-31
БПИФбрутто,RU000A0ZZH92,RUB,750,1,14.361,10770.75,0,830,1,15.041,12484.03,0,80,1713.28,0,0,830,2023-05-31
ГАЗПРОМао,RU0007661625,RUB,10,5,182.39,1823.90,0,30,5,162.33,4869.90,0,20,3046.00,0,0,30,2023-05-31
ЛУКОЙЛ,RU0009024277,RUB,0,0.025,4674.5,0.00,0,1,0.025,5553.5,5553.50,0,1,5553.50,0,0,1,2023-05-31
Магнитао,RU000A0JKQU8,RUB,0,0.01,4729,0.00,0,0,0.01,4164,0.00,0,0,0.00,1,0,1,2023-05-31
МТС-ао,RU0007775219,RUB,10,0.1,272.1,2721.00,0,10,0.1,315.7,3157.00,0,0,436.00,0,0,10,2023-05-31
Сбербанк,RU0009029540,RUB,10,3,239.83,2398.30,0,20,3,243.94,4878.80,0,10,2480.50,0,0,20,2023-05-31
FXDEETF,IE00BD3QJN10,RUB,1,1,3134.5,3134.50,0,1,1,3077,3077.00,0,0,-57.50,0,0,1,2021-06-30
FXDMETF,IE00BMDKNM37,RUB,40,1,77.17,3086.80,0,40,1,76.01,3040.40,0,0,-46.40,0,0,40,2021-06-30
FXGDETF,IE00B8XB7377,RUB,0,1,942.8,0.00,0,1,1,863.6,863.60,0,1,863.60,0,0,1,2021-06-30
FXIMETF,IE00BNC2D728,RUB,20,1,85.51,1710.20,0,20,1,90.31,1806.20,0,0,96.00,0,0,20,2021-06-30
FXRLETF,IE00BQ1Y6480,RUB,1,1,3992.5,3992.50,0,1,1,4103,4103.00,0,0,110.50,0,0,1,2021-06-30
FXRUETF,IE00BD5FH213,RUB,2,1,949.3,1898.60,0,3,1,945.3,2835.90,0,1,937.30,0,0,3,2021-06-30
FXRWETF,IE00BK224M36,RUB,465,1,1.2426,577.81,0,465,1,1.2819,596.08,0,0,18.27,0,0,465,2021-06-30
FXUSETF,IE00BD3QHZ91,RUB,2,1,5650,11300.00,0,3,1,5763,17289.00,0,1,5989.00,0,0,3,2021-06-30
SBSPETF,RU000A1006W1,RUB,2,1,1639.4,3278.80,0,2,1,1661,3322.00,0,0,43.20,0,0,2,2021-06-30
VTBEETF,RU000A100HQ5,RUB,3,1,98.41,295.23,0,3,1,97.68,293.04,0,0,-2.19,0,0,3,2021-06-30
БПИФбрутто,RU000A0ZZH92,RUB,2,1,1838.5,3677.00,0,240,1,18.757,4501.68,0,238,824.68,0,0,240,2021-06-30
25084,RU000A101FA1,RUB,35,1000,99.261,34741.35,284.55,35,1000,99.264,34742.40,289.8,0,1.05,0,0,35,2023-06-01
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2023-06-01
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2023-06-01
БПИФбрутто,RU000A0ZZH92,RUB,830,1,15.041,12484.03,0,830,1,15.153,12576.99,0,0,92.96,0,0,830,2023-06-01
ГАЗПРОМао,RU0007661625,RUB,30,5,162.33,4869.90,0,30,5,162.47,4874.10,0,0,4.20,0,0,30,2023-06-01
ЛУКОЙЛ,RU0009024277,RUB,1,0.025,5553.5,5553.50,0,1,0.025,5616.5,5616.50,0,0,63.00,0,0,1,2023-06-01
Магнитао,RU000A0JKQU8,RUB,0,0.01,4164,0.00,0,1,0.01,4356,4356.00,0,1,4356.00,0,0,1,2023-06-01
МТС-ао,RU0007775219,RUB,10,0.1,315.7,3157.00,0,10,0.1,317.65,3176.50,0,0,19.50,0,0,10,2023-06-01
Сбербанк,RU0009029540,RUB,20,3,243.94,4878.80,0,20,3,244.09,4881.80,0,0,3.00,0,0,20,2023-06-01
25084,RU000A101FA1,RUB,35,1000,99.261,34741.35,284.55,35,1000,99.547,34841.45,437.15,0,100.10,0,0,35,2023-06-30
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2023-06-30
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2023-06-30
YandexclA,NL0009805522,RUB,0,0.01,2290.2,0.00,0,1,0.01,2445.4,2445.40,0,1,2445.40,0,0,1,2023-06-30
БПИФбрутто,RU000A0ZZH92,RUB,830,1,15.041,12484.03,0,830,1,15.804,13117.32,0,0,633.29,0,0,830,2023-06-30
ГАЗПРОМао,RU0007661625,RUB,30,5,162.33,4869.90,0,30,5,166.88,5006.40,0,0,136.50,0,0,30,2023-06-30
ЛУКОЙЛ,RU0009024277,RUB,1,0.025,5553.5,5553.50,0,1,0.025,5099,5099.00,0,0,-454.50,0,0,1,2023-06-30
Магнитао,RU000A0JKQU8,RUB,0,0.01,4164,0.00,0,1,0.01,5138,5138.00,0,1,5138.00,0,0,1,2023-06-30
МТС-ао,RU0007775219,RUB,10,0.1,315.7,3157.00,0,20,0.1,299.1,5982.00,0,10,2825.00,0,0,20,2023-06-30
Сбербанк,RU0009029540,RUB,20,3,243.94,4878.80,0,30,3,239.45,7183.50,0,10,2304.70,0,0,30,2023-06-30
FXDEETF,IE00BD3QJN10,RUB,1,1,3077,3077.00,0,1,1,3081,3081.00,0,0,4.00,0,0,1,2021-07-31
FXDMETF,IE00BMDKNM37,RUB,40,1,76.01,3040.40,0,40,1,76.58,3063.20,0,0,22.80,0,0,40,2021-07-31
FXGDETF,IE00B8XB7377,RUB,1,1,863.6,863.60,0,1,1,898.2,898.20,0,0,34.60,0,0,1,2021-07-31
FXIMETF,IE00BNC2D728,RUB,20,1,90.31,1806.20,0,20,1,93.68,1873.60,0,0,67.40,0,0,20,2021-07-31
FXRLETF,IE00BQ1Y6480,RUB,1,1,4103,4103.00,0,1,1,4109,4109.00,0,0,6.00,0,0,1,2021-07-31
FXRUETF,IE00BD5FH213,RUB,3,1,945.3,2835.90,0,3,1,946.9,2840.70,0,0,4.80,0,0,3,2021-07-31
FXRWETF,IE00BK224M36,RUB,465,1,1.2819,596.08,0,465,1,1.2738,592.32,0,0,-3.76,0,0,465,2021-07-31
FXUSETF,IE00BD3QHZ91,RUB,3,1,5763,17289.00,0,3,1,5915,17745.00,0,0,456.00,0,0,3,2021-07-31
SBSPETF,RU000A1006W1,RUB,2,1,1661,3322.00,0,2,1,1703.6,3407.20,0,0,85.20,0,0,2,2021-07-31
VTBEETF,RU000A100HQ5,RUB,3,1,97.68,293.04,0,36,1,92.67,3336.12,0,33,3043.08,0,0,36,2021-07-31
БПИФбрутто,RU000A0ZZH92,RUB,240,1,18.757,4501.68,0,240,1,19.026,4566.24,0,0,64.56,0,0,240,2021-07-31
SBSPETF,RU000A1006W1,RUB,5,1,1774.6,8873.00,0,5,1,1719,8595.00,0,0,-278.00,0,0,5,2022-07-29
VTBEETF,RU000A100HQ5,RUB,81,1,91.24,7390.44,0,81,1,94.21,7631.01,0,0,240.57,0,0,81,2022-07-29
БПИФбрутто,RU000A0ZZH92,RUB,417,1,11.427,4765.06,0,417,1,11.323,4721.69,0,0,-43.37,0,0,417,2022-07-29
SBSPETF,RU000A1006W1,RUB,5,1,1774.6,8873.00,0,5,1,1719,8595.00,0,0,-278.00,0,0,5,2022-07-31
VTBEETF,RU000A100HQ5,RUB,81,1,91.24,7390.44,0,81,1,94.21,7631.01,0,0,240.57,0,0,81,2022-07-31
БПИФбрутто,RU000A0ZZH92,RUB,417,1,11.427,4765.06,0,417,1,11.323,4721.69,0,0,-43.37,0,0,417,2022-07-31
FXDEETF,IE00BD3QJN10,RUB,0,1,0,0.00,0,100,1,29.39,2939.00,0,100,2939.00,0,0,100,2021-09-30
FXDEETF_Ст,IE00BD3QJN10_Ст,RUB,1,1,3131,3131.00,0,0,1,3139,0.00,0,-1,-3131.00,0,0,0,2021-09-30
FXDMETF,IE00BMDKNM37,RUB,40,1,78.62,3144.80,0,52,1,75.26,3913.52,0,12,768.72,18,0,70,2021-09-30
FXGDETF,IE00B8XB7377,RUB,1,1,895,895.00,0,1,1,850.4,850.40,0,0,-44.60,1,0,2,2021-09-30
FXIMETF,IE00BNC2D728,RUB,20,1,98.61,1972.20,0,23,1,92.43,2125.89,0,3,153.69,0,0,23,2021-09-30
FXRLETF,IE00BQ1Y6480,RUB,1,1,4272.5,4272.50,0,1,1,4451.5,4451.50,0,0,179.00,0,0,1,2021-09-30
FXRUETF,IE00BD5FH213,RUB,3,1,953.6,2860.80,0,3,1,944.5,2833.50,0,0,-27.30,0,0,3,2021-09-30
FXRWETF,IE00BK224M36,RUB,465,1,1.2976,603.38,0,800,1,1.2893,1031.44,0,335,428.06,0,0,800,2021-09-30
FXUSETF,IE00BD3QHZ91,RUB,3,1,6129,18387.00,0,3,1,5853,17559.00,0,0,-828.00,0,0,3,2021-09-30
SBSPETF,RU000A1006W1,RUB,2,1,1765,3530.00,0,2,1,1691,3382.00,0,0,-148.00,1,0,3,2021-09-30
VTBEETF,RU000A100HQ5,RUB,36,1,94.39,3398.04,0,50,1,90.56,4528.00,0,14,1129.96,0,0,50,2021-09-30
БПИФбрутто,RU000A0ZZH92,RUB,240,1,19.73,4735.20,0,240,1,20.607,4945.68,0,0,210.48,0,0,240,2021-09-30
FXDEETF,IE00BD3QJN10,RUB,100,1,29.39,2939.00,0,100,1,29.03,2903.00,0,0,-36.00,0,0,100,2021-10-01
FXDMETF,IE00BMDKNM37,RUB,52,1,75.26,3913.52,0,70,1,74.5,5215.00,0,18,1301.48,0,0,70,2021-10-01
FXGDETF,IE00B8XB7377,RUB,1,1,850.4,850.40,0,2,1,861.6,1723.20,0,1,872.80,0,0,2,2021-10-01
FXIMETF,IE00BNC2D728,RUB,23,1,92.43,2125.89,0,23,1,91.14,2096.22,0,0,-29.67,0,0,23,2021-10-01
FXRLETF,IE00BQ1Y6480,RUB,1,1,4451.5,4451.50,0,1,1,4454.5,4454.50,0,0,3.00,0,0,1,2021-10-01
FXRUETF,IE00BD5FH213,RUB,3,1,944.5,2833.50,0,3,1,944.7,2834.10,0,0,0.60,0,0,3,2021-10-01
FXRWETF,IE00BK224M36,RUB,800,1,1.2893,1031.44,0,800,1,1.2708,1016.64,0,0,-14.80,0,0,800,2021-10-01
FXUSETF,IE00BD3QHZ91,RUB,3,1,5853,17559.00,0,3,1,5758,17274.00,0,0,-285.00,0,0,3,2021-10-01
SBSPETF,RU000A1006W1,RUB,2,1,1691,3382.00,0,2,1,1665.6,3331.20,0,0,-50.80,1,0,3,2021-10-01
VTBEETF,RU000A100HQ5,RUB,50,1,90.56,4528.00,0,50,1,89.99,4499.50,0,0,-28.50,0,0,50,2021-10-01
БПИФбрутто,RU000A0ZZH92,RUB,240,1,20.607,4945.68,0,240,1,20.639,4953.36,0,0,7.68,0,0,240,2021-10-01
FXDEETF,IE00BD3QJN10,RUB,100,1,29.39,2939.00,0,100,1,29.02,2902.00,0,0,-37.00,0,0,100,2021-10-31
FXDMETF,IE00BMDKNM37,RUB,52,1,75.26,3913.52,0,70,1,75.55,5288.50,0,18,1374.98,0,0,70,2021-10-31
FXGDETF,IE00B8XB7377,RUB,1,1,850.4,850.40,0,2,1,848.2,1696.40,0,1,846.00,0,0,2,2021-10-31
FXIMETF,IE00BNC2D728,RUB,23,1,92.43,2125.89,0,23,1,93.53,2151.19,0,0,25.30,0,0,23,2021-10-31
FXRLETF,IE00BQ1Y6480,RUB,0,1,0,0.00,0,100,1,45.445,4544.50,0,100,4544.50,0,0,100,2021-10-31
FXRLETF_old,IE00BQ1Y6480old,RUB,1,1,4451.5,4451.50,0,0,1,4480.5,0.00,0,-1,-4451.50,0,0,0,2021-10-31
FXRUETF,IE00BD5FH213,RUB,3,1,944.5,2833.50,0,3,1,913.9,2741.70,0,0,-91.80,0,0,3,2021-10-31
FXRWETF,IE00BK224M36,RUB,800,1,1.2893,1031.44,0,800,1,1.3255,1060.40,0,0,28.96,0,0,800,2021-10-31
FXUSETF,IE00BD3QHZ91,RUB,0,1,0,0.00,0,300,1,59.53,17859.00,0,300,17859.00,0,0,300,2021-10-31
FXUSETF_old,IE00BD3QHZ91old,RUB,3,1,5853,17559.00,0,0,1,5712,0.00,0,-3,-17559.00,0,0,0,2021-10-31
SBSPETF,RU000A1006W1,RUB,2,1,1691,3382.00,0,3,1,1718.2,5154.60,0,1,1772.60,0,0,3,2021-10-31
VTBEETF,RU000A100HQ5,RUB,50,1,90.56,4528.00,0,50,1,88.71,4435.50,0,0,-92.50,0,0,50,2021-10-31
БПИФбрутто,RU000A0ZZH92,RUB,240,1,20.607,4945.68,0,240,1,20.998,5039.52,0,0,93.84,0,0,240,2021-10-31
FXDEETF,IE00BD3QJN10,RUB,100,1,29.02,2902.00,0,100,1,28.96,2896.00,0,0,-6.00,0,0,100,2021-11-30
FXDMETF,IE00BMDKNM37,RUB,70,1,75.55,5288.50,0,70,1,76.39,5347.30,0,0,58.80,0,0,70,2021-11-30
FXGDETF,IE00B8XB7377,RUB,2,1,848.2,1696.40,0,2,1,900.2,1800.40,0,0,104.00,0,0,2,2021-11-30
FXIMETF,IE00BNC2D728,RUB,23,1,93.53,2151.19,0,30,1,102.9,3087.00,0,7,935.81,0,0,30,2021-11-30
FXRLETF,IE00BQ1Y6480,RUB,100,1,45.445,4544.50,0,135,1,42.31,5711.85,0,35,1167.35,0,0,135,2021-11-30
FXRUETF,IE00BD5FH213,RUB,3,1,913.9,2741.70,0,3,1,953.8,2861.40,0,0,119.70,0,0,3,2021-11-30
FXRWETF,IE00BK224M36,RUB,800,1,1.3255,1060.40,0,800,1,1.3099,1047.92,0,0,-12.48,0,0,800,2021-11-30
FXUSETF,IE00BD3QHZ91,RUB,300,1,59.53,17859.00,0,300,1,63.24,18972.00,0,0,1113.00,0,0,300,2021-11-30
SBSPETF,RU000A1006W1,RUB,3,1,1718.2,5154.60,0,3,1,1828.6,5485.80,0,0,331.20,0,0,3,2021-11-30
VTBEETF,RU000A100HQ5,RUB,50,1,88.71,4435.50,0,63,1,90.33,5690.79,0,13,1255.29,0,0,63,2021-11-30
БПИФбрутто,RU000A0ZZH92,RUB,240,1,20.998,5039.52,0,268,1,19.595,5251.46,0,28,211.94,0,0,268,2021-11-30
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2022-11-30
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2022-11-30
БПИФбрутто,RU000A0ZZH92,RUB,417,1,11.579,4828.44,0,417,1,11.62,4845.54,0,0,17.10,0,0,417,2022-11-30
FXDEETF,IE00BD3QJN10,RUB,100,1,28.96,2896.00,0,118,1,29.95,3534.10,0,18,638.10,0,0,118,2021-12-31
FXDMETF,IE00BMDKNM37,RUB,70,1,76.39,5347.30,0,89,1,80.07,7126.23,0,19,1778.93,0,0,89,2021-12-31
FXGDETF,IE00B8XB7377,RUB,2,1,900.2,1800.40,0,2,1,901,1802.00,0,0,1.60,3,3,2,2021-12-31
FXIMETF,IE00BNC2D728,RUB,30,1,102.9,3087.00,0,30,1,104.64,3139.20,0,0,52.20,0,0,30,2021-12-31
FXRLETF,IE00BQ1Y6480,RUB,135,1,42.31,5711.85,0,170,1,41.625,7076.25,0,35,1364.40,0,0,170,2021-12-31
FXRUETF,IE00BD5FH213,RUB,3,1,953.8,2861.40,0,3,1,948.2,2844.60,0,0,-16.80,0,0,3,2021-12-31
FXRWETF,IE00BK224M36,RUB,800,1,1.3099,1047.92,0,1035,1,1.3566,1404.08,0,235,356.16,0,0,1035,2021-12-31
FXUSETF,IE00BD3QHZ91,RUB,300,1,63.24,18972.00,0,300,1,65.21,19563.00,0,0,591.00,0,0,300,2021-12-31
SBSPETF,RU000A1006W1,RUB,3,1,1828.6,5485.80,0,4,1,1901,7604.00,0,1,2118.20,0,0,4,2021-12-31
VTBEETF,RU000A100HQ5,RUB,63,1,90.33,5690.79,0,78,1,90.69,7073.82,0,15,1383.03,0,0,78,2021-12-31
БПИФбрутто,RU000A0ZZH92,RUB,268,1,19.595,5251.46,0,370,1,19.281,7133.97,0,102,1882.51,0,0,370,2021-12-31
